0,0
2222.00000,5.13548
2253.00000,6.86452
2282.00000,7.55517
2313.00000,5.04516
2343.00000,4.57000
2374.00000,6.35161
2404.00000,6.44667
2435.00000,5.19355
2466.00000,4.09032
2496.00000,3.77667
2527.00000,4.60968
2557.00000,1.44667
2588.00000,4.88387
2619.00000,3.95806
2647.00000,5.60714
2678.00000,4.16774
2708.00000,4.19667
2739.00000,2.46452
2769.00000,3.13333
2800.00000,3.14839
2831.00000,3.06774
2861.00000,3.43333
2892.00000,3.50000
2922.00000,5.37000
2953.00000,4.68710
2984.00000,6.38065
3012.00000,5.50357
3043.00000,4.34194
3073.00000,2.98333
3104.00000,2.38387
3134.00000,3.84000
3165.00000,5.06774
3196.00000,3.06774
3226.00000,5.78333
3257.00000,4.61290
3287.00000,6.15667
3318.00000,5.47419
3349.00000,4.70000
3377.00000,5.52857
3408.00000,4.55161
3438.00000,3.53333
3469.00000,3.85161
3499.00000,4.02333
3530.00000,4.38710
3561.00000,5.52903
3591.00000,4.31667
3622.00000,4.20968
3652.00000,3.34333
3683.00000,3.88065
3714.00000,3.52581
3743.00000,3.86897
3774.00000,4.53226
3804.00000,4.54333
3835.00000,6.39355
3865.00000,6.17667
3896.00000,5.41290
3927.00000,6.92581
3957.00000,5.48667
3988.00000,5.78387
4018.00000,5.48333
4049.00000,4.93226
4080.00000,5.89355
4108.00000,6.03214
4139.00000,5.25806
4169.00000,5.29333
4200.00000,5.75161
4230.00000,6.20667
4261.00000,5.18387
4292.00000,5.92581
4322.00000,6.28333
4353.00000,6.06452
4383.00000,5.00000
4414.00000,4.63871
4445.00000,4.95161
4473.00000,5.11429
4504.00000,5.42903
4534.00000,5.18667
4565.00000,5.57742
4595.00000,6.10667
4626.00000,6.16774
4657.00000,5.53548
4687.00000,5.75333
4718.00000,5.65806
4748.00000,3.66667
4779.00000,6.45806
4810.00000,4.74839
4838.00000,5.10714
4869.00000,6.84839
4899.00000,4.15667
4930.00000,8.25806
4960.00000,7.15000
4991.00000,6.38710
5022.00000,6.06774
5052.00000,4.98000
5083.00000,5.43226
5113.00000,6.98000
5144.00000,6.26452
5175.00000,6.10645
5204.00000,5.57241
5235.00000,5.87419
5265.00000,6.13333
5296.00000,5.25806
5326.00000,6.09000
5357.00000,4.85484
5388.00000,4.82258
5418.00000,6.45333
5449.00000,4.83871
5479.00000,8.30000
5510.00000,5.45484
5541.00000,5.04516
5569.00000,5.28929
5600.00000,4.59355
5630.00000,6.71000
5661.00000,6.44839
5691.00000,5.10000
5722.00000,4.00323
5753.00000,5.63226
5783.00000,6.26000
5814.00000,5.10968
5844.00000,3.67000
5875.00000,4.54839
5906.00000,3.60968
5934.00000,2.90000
5965.00000,4.63548
5995.00000,6.77000
