0,0
1,59.639999
2,60.490002
3,59.48
4,60.470001
7,62.360001
8,62.529999
9,62.779999
10,62.07
11,60.369999
15,59.990002
16,61.779999
17,61.040001
18,59.450001
21,59.869999
22,60.470001
23,61.330002
24,62.400002
25,62.700001
28,62.040001
29,61.82
30,59.810001
31,57.970001
32,58
35,59.369999
36,60.119999
37,58.75
38,59.18
39,57.720001
42,55.810001
43,57.209999
44,58.380001
45,59.509998
46,58.970001
49,61
50,61.049999
51,61.630001
52,61.549999
53,62.669998
56,61.400002
57,62.639999
58,61.810001
59,62.09
60,63.259998
63,64.32
64,63.009998
65,63.689999
66,65.889999
67,65.949997
70,64.279999
71,62.57
72,63.599998
73,64.839996
74,64.489998
77,64.82
78,65.599998
79,63.099998
80,63.66
81,64.919998
84,64.279999
85,64.669998
86,63.59
87,62.549999
88,62.459999
91,61.299999
92,61.009998
93,59.650002
95,59.459999
98,61.25
99,61.439999
100,64.040001
101,64.040001
102,64.010002
105,64.709999
106,64.739998
107,64.910004
108,63.439999
109,64.57
112,63.580002
113,62.900002
114,62.18
115,62.41
116,62.619999
119,61.889999
120,63.830002
121,63.59
122,64.25
123,64.739998
127,64.75
128,63.959999
129,64.589996
130,64.300003
134,65.209999
135,65.239998
136,65.529999
137,65.379997
140,65.529999
141,66.18
142,66.300003
143,66.459999
144,66.150002
148,66.300003
149,67.099998
150,67.510002
151,67.529999
154,67.550003
155,67.540001
156,68.160004
157,67.809998
158,67.860001
161,67.589996
162,67.559998
163,68.339996
164,68.459999
165,69.480003
168,69.440002
169,69.599998
170,69.75
171,69.860001
172,69.309998
175,69.839996
176,69.739998
177,69.440002
178,70.269997
179,70.370003
183,70.339996
184,70.120003
185,70.510002
186,70.610001
189,70.669998
190,70.870003
191,70.410004
192,70.949997
193,70.599998
196,70.279999
197,69.150002
198,69.75
199,70.470001
200,70.82
203,70.769997
204,72.080002
205,71.93
206,72.349998
207,72.459999
210,72.730003
211,72.480003
212,72.400002
213,71.82
214,72.110001
217,72.800003
218,72.559998
219,72.199997
220,72.07
221,72.260002
224,72.870003
225,72.629997
226,71.82
227,71.769997
231,70.93
232,69.599998
233,70.18
234,71.239998
235,70.370003
238,70.300003
239,71.370003
240,71.120003
241,70.709999
242,70.82
245,70.209999
246,70.440002
247,71.480003
248,72
249,72.169998
252,71.800003
253,72.260002
254,72.099998
255,71.470001
256,70.279999
259,70.330002
260,70.07
261,69.650002
262,69.830002
263,69.639999
266,68.849998
267,68.480003
268,68.160004
269,66.980003
270,66.419998
273,67.650002
274,67.669998
275,67.790001
276,67.919998
277,67.760002
281,68.580002
282,67.5
283,67.330002
284,65.599998
287,65.540001
288,66.040001
289,67.580002
290,67.5
291,68.089996
294,67.139999
295,67.870003
296,67.370003
297,68.07
298,68.769997
301,68.970001
302,69.699997
303,69.57
304,68
305,68.550003
308,67.089996
309,67.410004
310,68.059998
311,67.919998
312,69.699997
315,69.889999
316,70.459999
318,70.169998
319,69.510002
322,69.339996
323,68.720001
324,68.669998
325,68.400002
326,69.470001
329,69.300003
330,69.760002
331,70.260002
332,70.379997
333,69.739998
336,68.970001
337,68.349998
338,68.360001
339,69.400002
340,70.769997
343,70.699997
344,70.309998
345,70.029999
346,69.550003
347,70.959999
350,71.139999
351,71.57
352,71.660004
353,71.720001
354,71.860001
357,71.800003
358,71.779999
359,71.940002
360,72.489998
361,72.629997
364,72.620003
365,72.470001
366,72.379997
367,71.839996
368,72.25
371,72.239998
372,72.230003
373,72.32
374,71.779999
375,72.209999
379,72.160004
380,72.160004
381,73.599998
382,73.959999
385,73.519997
386,73.68
387,73.989998
388,75.099998
389,75.5
392,75.190002
393,75.059998
394,75.120003
395,75.019997
396,75.040001
399,74.510002
400,73.75
401,73.260002
402,73.989998
403,73.650002
406,73.779999
407,73.889999
408,74.160004
409,74.720001
410,74.699997
413,74.410004
414,73.660004
415,73.230003
416,73.339996
417,73.019997
420,73.620003
421,74.379997
422,74.730003
423,74.580002
424,73.290001
427,73.290001
